ISO,Queue ID,Project Name,State,County,Capacity (MW),Queue Date,Withdrawn Date,Generation Type,search_text,withdraw_year,Score,in_dc_state,matched_owner,is_dc_adjacent,ai_era_large,matched_dc,match_type,dc_epoch_year,years_before_dc
MISO,J1085,,WI,"Marathon County,Taylor County,Wood County",300.0,2018-03-12 04:00:00+00:00,2020-05-19 04:00:00+00:00,Wind,,2020.0,2,True,,False,True,Microsoft Fairwater Wisconsin (state only),state only,,
MISO,J1073,,LA,Iberville Parish,300.0,2018-03-12 04:00:00+00:00,2019-08-29 04:00:00+00:00,Solar,,2019.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J827,,IN,"Fountain County,Montgomery County,Tippecanoe County",300.0,2017-06-16 04:00:00+00:00,2019-01-08 05:00:00+00:00,Wind,,2019.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1413,,IA,"Howard County,Mitchell County",300.0,2019-04-29 04:00:00+00:00,2022-09-01 04:00:00+00:00,Solar,,2022.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J1682,,IN,Boone,300.0,2020-06-25 04:00:00+00:00,2020-12-18 05:00:00+00:00,Solar,,2020.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1753,,WI,Green,300.0,2020-06-23 04:00:00+00:00,2020-12-01 05:00:00+00:00,Solar,,2020.0,2,True,,False,True,Microsoft Fairwater Wisconsin (state only),state only,,
MISO,J2038,,IN,Montgomery,300.0,2021-08-26 04:00:00+00:00,2025-12-18 05:00:00+00:00,Wind,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J2269,,IN,Fountain,300.0,2022-06-14 04:00:00+00:00,2024-10-08 04:00:00+00:00,Solar,,2024.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J2310,,LA,Beauregard,300.0,2021-09-09 04:00:00+00:00,2023-10-25 04:00:00+00:00,Solar,,2023.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3113,,IN,Greene,300.0,2022-09-15 04:00:00+00:00,2022-12-06 05:00:00+00:00,Hybrid,,2022.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3088,,IA,Woodbury,300.0,2022-09-13 04:00:00+00:00,2025-10-27 04:00:00+00:00,Hybrid,,2025.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J3018,,IA,Pottawattamie,300.0,2022-09-14 04:00:00+00:00,2023-03-24 04:00:00+00:00,Battery Storage,,2023.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J2687,,IN,Hancock,300.0,2022-09-15 04:00:00+00:00,2025-10-27 04:00:00+00:00,Hybrid,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3318,,IN,Sullivan,300.0,2024-04-15 04:00:00+00:00,2025-09-25 04:00:00+00:00,Hybrid,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J4171,,WI,Racine,300.0,2025-10-07 04:00:00+00:00,2026-01-05 05:00:00+00:00,Battery Storage,,2026.0,2,True,,False,True,Microsoft Fairwater Wisconsin (state only),state only,,
MISO,J4075,,LA,St. Landry,300.0,2025-10-06 04:00:00+00:00,2026-04-15 04:00:00+00:00,Battery Storage,,2026.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3678,,IN,Vermillion,300.0,2024-04-18 04:00:00+00:00,2025-12-23 05:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3383,,IN,Boone,300.0,2024-04-18 04:00:00+00:00,2025-12-19 05:00:00+00:00,Solar,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3808,,IA,Webster,300.0,2024-04-16 04:00:00+00:00,2025-09-30 04:00:00+00:00,Wind,,2025.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J3810,,IN,Knox,300.0,2024-04-17 04:00:00+00:00,2025-09-29 04:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3424,,IN,Posey,300.0,2024-04-16 04:00:00+00:00,2025-12-23 05:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3920,,IA,Clay,300.0,2025-03-10 04:00:00+00:00,2026-01-05 05:00:00+00:00,Wind,,2026.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J3693,,IN,Marshall,300.0,2024-04-17 04:00:00+00:00,2025-09-29 04:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3694,,IN,Vermillion,300.0,2024-04-17 04:00:00+00:00,2025-09-29 04:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
NYISO,0194,Bayonne,NY,NY,300.0,2005-05-26 00:00:00+00:00,2019-02-06 00:00:00+00:00,Steam Turbine,Calpine Energy Services Bayonne,2019.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0700,Robinson Grid,NY,Kings,300.0,2018-03-13 00:00:00+00:00,2024-12-31 00:00:00+00:00,Energy Storage,"Robinson Grid, LLC Robinson Grid",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0813,CWW 300 Wind,NY,Erie,300.0,2019-04-03 00:00:00+00:00,2021-02-28 00:00:00+00:00,Wind,Diamond Generating Corporation CWW 300 Wind,2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0814,CWW 300 MW DUN,NY,Chautauqua,300.0,2019-04-03 00:00:00+00:00,2021-02-28 00:00:00+00:00,Wind,Diamond Generating Corporation CWW 300 MW DUN,2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0846,Rescue Energy Storage Center,NY,NY,300.0,2019-05-20 00:00:00+00:00,2020-04-30 00:00:00+00:00,Energy Storage,"sPower Development Company, LLC Rescue Energy Storage Center",2020.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0847,Chelsea Energy Storage Center,NY,NY,300.0,2019-05-20 00:00:00+00:00,2020-04-30 00:00:00+00:00,Energy Storage,"sPower Development Company, LLC Chelsea Energy Storage Center",2020.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0872,Taproot Solar Energy Energy,NY,Montgomery,300.0,2019-06-05 00:00:00+00:00,2019-12-31 00:00:00+00:00,Solar,Invenergy Solar Project Development LLC Taproot Solar Energy Energy,2019.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0902,Yacht Club Energy Storage,NY,NY,300.0,2019-08-16 00:00:00+00:00,2021-04-30 00:00:00+00:00,Energy Storage,"sPower Development Company, LLC Yacht Club Energy Storage",2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0903,Goethals Energy Storage,NY,NY,300.0,2019-08-16 00:00:00+00:00,2021-04-30 00:00:00+00:00,Energy Storage,"sPower Development Company, LLC Goethals Energy Storage",2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1004,Mifflin,NY,Sullivan,300.0,2020-04-13 00:00:00+00:00,2024-05-31 00:00:00+00:00,,"Renewable Energy Aggregators, Inc. Mifflin",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1024,Cuomo Hydro 1,NY,Westchester,300.0,2020-06-03 00:00:00+00:00,2021-03-31 00:00:00+00:00,Pumped Storage,"Renewable Energy Aggregators, Inc. Cuomo Hydro 1",2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1025,Cuomo Hydro 2,NY,Westchester,300.0,2020-06-03 00:00:00+00:00,2021-03-31 00:00:00+00:00,Pumped Storage,"Renewable Energy Aggregators, Inc. Cuomo Hydro 2",2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1048,Declaration Energy Center,NY,Seneca,300.0,2020-07-14 00:00:00+00:00,2024-05-31 00:00:00+00:00,Solar,"Declaration Energy Center, LLC Declaration Energy Center",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1068,Buchanan Point BESS,NY,Westchester,300.0,2020-08-05 00:00:00+00:00,2024-10-31 00:00:00+00:00,Energy Storage,Juno Power Management LLC Buchanan Point BESS,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1083,Tremont BESS,NY,Bronx,300.0,2020-08-28 00:00:00+00:00,2022-07-31 00:00:00+00:00,Energy Storage,Juno Power Management LLC Tremont BESS,2022.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1084,EGC BESS,NY,Nassau,300.0,2020-08-28 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Juno Power Management LLC EGC BESS,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1107,Buchanan Point BESS III,NY,Westchester,300.0,2020-10-19 00:00:00+00:00,2022-04-30 00:00:00+00:00,Energy Storage,Juno Power Management LLC Buchanan Point BESS III,2022.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1142,Minerva BESS I,NY,Manhattan,300.0,2021-02-16 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Minerva Power Connection LLC Minerva BESS I,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1200,EI Steinway 2.1,NY,Queens,300.0,2021-06-09 00:00:00+00:00,2024-05-31 00:00:00+00:00,Wind,Beacon Wind LLC EI Steinway 2.1,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1205,Rocksdrift Energy Center,NY,Herkimer,300.0,2021-06-16 00:00:00+00:00,2023-11-30 00:00:00+00:00,Solar,"Rocksdrift Energy Center, LLC Rocksdrift Energy Center",2023.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1209,Battoria,NY,Queens,300.0,2021-06-21 00:00:00+00:00,2022-03-31 00:00:00+00:00,Energy Storage,Equinor Wind US LLC Battoria,2022.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1310,QMB1 Energy Storage,NY,Nassua,300.0,2021-12-08 00:00:00+00:00,2024-07-31 00:00:00+00:00,Energy Storage,QMB1 Energy Storage QMB1 Energy Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1311,Bronx Shores Energy Storage,NY,Bronx,300.0,2021-12-08 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Bronx Shores Energy Storage Bronx Shores Energy Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1392,Swift Solar,NY,Herkimer,300.0,2022-06-23 00:00:00+00:00,2024-05-31 00:00:00+00:00,,Swift Solar LLC Swift Solar,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1405,Athens Energy Storage,NY,Greene,300.0,2022-07-16 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Athens Energy Stoarge LLC Athens Energy Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1431,oyster shore III,NY,Nassau,300.0,2022-09-06 00:00:00+00:00,2023-04-30 00:00:00+00:00,Energy Storage,Juno Power Management oyster shore III,2023.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1457,Jasper Storage,NY,West Henrietta,300.0,2022-11-01 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Hanwha Q CELLS USA Corp. Jasper Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1505,East Setauket Energy Storage II,NY,Suffolk,300.0,2023-01-19 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,"East Setauket energy Storage, LLC East Setauket Energy Storage II",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1559,Flat Creek Storage,NY,Montgomery,300.0,2023-05-22 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,SED NY Holdings LLC Flat Creek Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1652,Coopers Corner BESS,NY,Sullivan,300.0,2023-12-20 00:00:00+00:00,2024-08-31 00:00:00+00:00,Energy Storage,"ACE DevCo NC, LLC Coopers Corner BESS",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-096,Coopers Corner BESS,NY,Sullivan,300.0,2024-08-23 00:00:00+00:00,2025-01-31 00:00:00+00:00,Energy Storage,"ACE DevCo NC,LLC Coopers Corner BESS",2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-120,Field Day Solar,NY,Oneida,300.0,2024-09-03 00:00:00+00:00,2025-10-31 00:00:00+00:00,,"Field Day Solar Project, LLC Field Day Solar",2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-161,Cedar Lake Storage,NY,St. Lawrence,300.0,2024-09-13 00:00:00+00:00,2024-10-31 00:00:00+00:00,Energy Storage,"Emeren US, LLC Cedar Lake Storage",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-222,Knickerbocker Energy Storage,NY,Schodack Landing,300.0,2024-09-20 00:00:00+00:00,2025-10-31 00:00:00+00:00,Energy Storage,"Knickerbocker Energy Storage Project, LLC Knickerbocker Energy Storage",2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-254,Genovia Storage,NY,Basom,300.0,2024-09-23 00:00:00+00:00,2024-12-31 00:00:00+00:00,Energy Storage,Genovia Storage LLC Genovia Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-258,Genovia Storage,NY,Basom,300.0,2024-09-23 00:00:00+00:00,2024-12-31 00:00:00+00:00,Energy Storage,Genovia Storage LLC Genovia Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-289,Genovia Storage,NY,Genesee,300.0,2024-09-27 00:00:00+00:00,2025-03-31 00:00:00+00:00,Energy Storage,Genovia Storage LLC Genovia Storage,2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-345,Athens Energy Storage,NY,Greene,300.0,2024-10-12 00:00:00+00:00,2024-11-30 00:00:00+00:00,Energy Storage,Athens Energy Storage LLC Athens Energy Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-359,Sugar Loaf Energy Storage II,NY,Orange,300.0,2024-10-15 00:00:00+00:00,2025-02-28 00:00:00+00:00,Energy Storage,Hambletonian Energy Storage II LLC Sugar Loaf Energy Storage II,2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-368,Huntley Energy Storage,NY,Erie,300.0,2024-10-15 00:00:00+00:00,2025-03-31 00:00:00+00:00,Energy Storage,CEDAR HOLDCO LLC Huntley Energy Storage,2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
MISO,J2950,,IA,Clay,299.3,2022-09-15 04:00:00+00:00,2025-10-27 04:00:00+00:00,Wind,,2025.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
NYISO,0866,North Country Wind,NY,Franklin,298.2,2019-06-03 00:00:00+00:00,2024-12-31 00:00:00+00:00,Wind,"NY North Country, LLC North Country Wind",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0973,Wildwood-Riverhead Energy Storage,NY,Suffolk,297.9,2020-01-13 00:00:00+00:00,2021-08-30 00:00:00+00:00,Energy Storage,"Wildwood Energy Storage, LLC Wildwood-Riverhead Energy Storage",2021.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
MISO,J1812,,TX,Chambers,294.25,2020-06-25 04:00:00+00:00,2021-12-08 05:00:00+00:00,Wind,,2021.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,4.0
MISO,J1742,,IN,Porter,294.1,2020-06-25 04:00:00+00:00,2020-12-14 05:00:00+00:00,Solar,,2020.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1700,,IN,Johnson,288.0,2020-06-25 04:00:00+00:00,2020-10-22 04:00:00+00:00,Solar,,2020.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J2884,,LA,Beauregard,276.0,2022-09-14 04:00:00+00:00,2025-07-31 04:00:00+00:00,Hybrid,,2025.0,2,True,,False,True,Meta Hyperion (state only),state only,,
NYISO,C24-075,Oyster shore Energy storage,NY,Nassau,275.0,2024-08-02 00:00:00+00:00,2025-01-31 00:00:00+00:00,Energy Storage,Shore Rd ESS LLC Oyster shore Energy storage,2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-282,Millwood Energy Storage,NY,Westchester,273.5,2024-09-25 00:00:00+00:00,2025-10-31 00:00:00+00:00,Energy Storage,"82 Shingle House Rd, LLC Millwood Energy Storage",2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
MISO,J1741,,IN,Cass,270.0,2020-06-24 04:00:00+00:00,2020-12-03 05:00:00+00:00,Solar,,2020.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3986,,TX,Liberty,270.0,2024-10-25 04:00:00+00:00,2026-04-15 04:00:00+00:00,Solar,,2026.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,-1.0
NYISO,1438,NY Interconnection 7,NY,Richmond,270.0,2022-09-15 00:00:00+00:00,2024-05-31 00:00:00+00:00,Wind,NY Interconnection LLC NY Interconnection 7,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1515,Solaris Energy Storage,NY,Kings,270.0,2023-02-09 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Solaris Energy Storage LLC Solaris Energy Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
MISO,J1538,,LA,Livingston,268.0,2020-06-24 04:00:00+00:00,2020-09-16 04:00:00+00:00,Solar,,2020.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J1953,,LA,Concordia,264.6,2022-07-20 04:00:00+00:00,2023-10-25 04:00:00+00:00,Solar,,2023.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3553,,IA,Adair,263.0,2024-04-18 04:00:00+00:00,2025-12-23 05:00:00+00:00,Gas,,2025.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J1868,,LA,Winn,260.0,2021-08-16 04:00:00+00:00,2023-10-25 04:00:00+00:00,Solar,,2023.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J2020,,LA,Beauregard,260.0,2021-08-10 04:00:00+00:00,2023-10-25 04:00:00+00:00,Hybrid,,2023.0,2,True,,False,True,Meta Hyperion (state only),state only,,
NYISO,C24-068,Holbrook Energy Storage II,NY,Suffolk,260.0,2024-08-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,Energy Storage,"Holbrook Energy Storage, LLC Holbrook Energy Storage II",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,C24-203,Mill Run BESS,NY,Onondaga,260.0,2024-09-19 00:00:00+00:00,2025-02-28 00:00:00+00:00,Energy Storage,Renew Development HoldCo LLC Mill Run BESS,2025.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1511,Palladium Storage,NY,Bronx,255.0,2023-02-03 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Palladium Storage LLC Palladium Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1558,Roma Storage,NY,Queens,255.0,2023-05-18 00:00:00+00:00,2024-05-31 00:00:00+00:00,Energy Storage,Roma Storage LLC Roma Storage,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,1602,Roma Storage 2,NY,Queens,255.0,2023-09-05 00:00:00+00:00,2023-10-31 00:00:00+00:00,Energy Storage,Roma Storage LLC Roma Storage 2,2023.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
MISO,J3086,,TX,Peoria,252.96,2022-09-14 04:00:00+00:00,2023-03-24 04:00:00+00:00,Battery Storage,,2023.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,2.0
MISO,J1151,,LA,Ascension Parish,252.0,2018-03-12 04:00:00+00:00,2019-08-29 04:00:00+00:00,Gas,,2019.0,2,True,,False,True,Meta Hyperion (state only),state only,,
CAISO,1826,VULCAN 2,AZ,MARICOPA,250.0,2020-04-15 07:00:00+00:00,2020-07-06 07:00:00+00:00,Storage + Photovoltaic,VULCAN 2,2020.0,2,True,,False,True,Microsoft Goodyear (state only),state only,,
MISO,J3295,,LA,Beauregard,250.0,2024-04-17 04:00:00+00:00,2025-12-23 05:00:00+00:00,Solar,,2025.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3293,,IN,Knox,250.0,2024-04-17 04:00:00+00:00,2025-12-23 05:00:00+00:00,Solar,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3248,,IN,Posey,250.0,2024-04-13 04:00:00+00:00,2025-09-30 04:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3746,,LA,Grant,250.0,2024-04-18 04:00:00+00:00,2025-12-23 05:00:00+00:00,Hybrid,,2025.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J2505,,LA,Beauregard,250.0,2022-09-15 04:00:00+00:00,2025-07-31 04:00:00+00:00,Solar,,2025.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J2498,,IN,Hamilton,250.0,2022-09-12 04:00:00+00:00,2023-03-24 04:00:00+00:00,Battery Storage,,2023.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J2441,,LA,Beauregard,250.0,2022-09-15 04:00:00+00:00,2025-07-30 04:00:00+00:00,Solar,,2025.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J2507,,IN,Pike,250.0,2022-09-14 04:00:00+00:00,2025-10-27 04:00:00+00:00,Solar,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J3354,,IN,Clinton,250.0,2024-03-27 04:00:00+00:00,2025-09-05 04:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1864,,IA,Cerro Gordo,250.0,2021-08-16 04:00:00+00:00,2021-10-12 04:00:00+00:00,Wind,,2021.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J1284,,IA,Linn County,250.0,2019-04-29 04:00:00+00:00,2021-03-24 04:00:00+00:00,Solar,,2021.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J1419,,IN,Greene County,250.0,2019-04-29 04:00:00+00:00,2022-05-20 04:00:00+00:00,Solar,,2022.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1547,,IA,Franklin,250.0,2020-06-23 04:00:00+00:00,2020-10-01 04:00:00+00:00,Solar,,2020.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
MISO,J2164,,IN,Pike,250.0,2021-08-12 04:00:00+00:00,2025-12-18 05:00:00+00:00,Solar,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1447,,IN,Porter County,250.0,2019-04-29 04:00:00+00:00,2024-02-27 05:00:00+00:00,Solar,,2024.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1412,,IN,Porter County,250.0,2019-04-29 04:00:00+00:00,2020-04-15 04:00:00+00:00,Solar,,2020.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J1674,,LA,St. Tammany,250.0,2020-06-25 04:00:00+00:00,2020-12-21 05:00:00+00:00,Hybrid,,2020.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J1685,,LA,Ascension,250.0,2020-06-25 04:00:00+00:00,2020-09-24 04:00:00+00:00,Hybrid,,2020.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3455,,TX,Trinity,250.0,2024-03-27 04:00:00+00:00,2025-09-30 04:00:00+00:00,Solar,,2025.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,0.0
MISO,J3055,,LA,Washington,250.0,2022-09-13 04:00:00+00:00,2025-07-30 04:00:00+00:00,Solar,,2025.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3197,,LA,Rapides,250.0,2022-09-15 04:00:00+00:00,2023-03-24 04:00:00+00:00,Solar,,2023.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J2851,,TX,Walker,250.0,2022-09-15 04:00:00+00:00,2022-12-09 05:00:00+00:00,Solar,,2022.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,3.0
MISO,J2798,,IN,White,250.0,2022-09-15 04:00:00+00:00,2023-03-24 04:00:00+00:00,Solar,,2023.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J4201,,LA,Beauregard,250.0,2025-09-30 04:00:00+00:00,2026-04-16 04:00:00+00:00,Hybrid,,2026.0,2,True,,False,True,Meta Hyperion (state only),state only,,
MISO,J3768,,TX,Walker,250.0,2024-04-10 04:00:00+00:00,2025-10-01 04:00:00+00:00,Solar,,2025.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,0.0
MISO,J3593,,IN,Clay,250.0,2024-04-18 04:00:00+00:00,2025-10-01 04:00:00+00:00,Hybrid,,2025.0,2,True,,False,True,Anthropic-Amazon New Carlisle (state only),state only,,
MISO,J4104,,TX,Houston,250.0,2025-10-06 04:00:00+00:00,2025-12-19 05:00:00+00:00,Battery Storage,,2025.0,2,True,,False,True,OpenAI Stargate Abilene (state only),state only,2025.0,0.0
MISO,J1865,,IA,Hardin,250.0,2021-08-16 04:00:00+00:00,2021-09-17 04:00:00+00:00,Wind,,2021.0,2,True,,False,True,Microsoft Project Osmium (state only),state only,,
NYISO,0858,Genesee Road Solar Energy Center,NY,Erie,250.0,2019-05-28 00:00:00+00:00,2024-12-31 00:00:00+00:00,Solar,"EDF Renewables Development, Inc. Genesee Road Solar Energy Center",2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0871,Verona Solar Energy Center I,NY,Oneida,250.0,2019-06-05 00:00:00+00:00,2024-06-30 00:00:00+00:00,Solar,Invenergy Solar Project Development LLC Verona Solar Energy Center I,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0873,Verona Solar Energy Center II,NY,Oneida,250.0,2019-06-05 00:00:00+00:00,2024-05-31 00:00:00+00:00,Solar,Invenergy Solar Project Development LLC Verona Solar Energy Center II,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
NYISO,0918,Intrepid Storage 138,NY,Nassau,250.0,2019-10-09 00:00:00+00:00,2024-07-31 00:00:00+00:00,Energy Storage,Hecate Grid Intrepid 1 LLC Intrepid Storage 138,2024.0,2,True,,False,True,Fluidstack Lake Mariner (state only),state only,,
